
id,name,city,country,iata,icao,lat,lon,alt,timezone,dst,tz
240,"Sidi Mahdi","Touggourt","Algeria","TGR","DAUK",33.067803,6.088672,279,1,"N","Africa/Algiers"
241,"Laghouat","Laghouat","Algeria","LOO","DAUL",33.764383,2.928344,2510,1,"N","Africa/Algiers"
242,"Timimoun","Timimoun","Algeria","TMX","DAUT",29.237119,0.276033,1027,1,"N","Africa/Algiers"
243,"Ouargla","Ouargla","Algeria","OGX","DAUU",31.917223,5.412778,492,1,"N","Africa/Algiers"
244,"In Amenas","Zarzaitine","Algeria","IAM","DAUZ",28.05155,9.642911,1847,1,"N","Africa/Algiers"
245,"Cadjehoun","Cotonou","Benin","COO","DBBB",6.357228,2.384353,19,1,"N","Africa/Porto-Novo"
246,"Ouagadougou","Ouagadougou","Burkina Faso","OUA","DFFD",12.353194,-1.512417,1037,0,"N","Africa/Ouagadougou"
247,"Bobo Dioulasso","Bobo-dioulasso","Burkina Faso","BOY","DFOO",11.160056,-4.330969,1511,0,"N","Africa/Ouagadougou"
248,"Kotoka Intl","Accra","Ghana","ACC","DGAA",5.605186,-0.166786,205,0,"N","Africa/Accra"
249,"Tamale","Tamale","Ghana","TML","DGLE",9.557192,-0.863214,553,0,"N","Africa/Accra"
250,"Wa","Wa","Ghana","","DGLW",10.082664,-2.507694,1060,0,"N","Africa/Accra"
251,"Sunyani","Sunyani","Ghana","NYI","DGSN",7.361828,-2.328756,1014,0,"N","Africa/Accra"
252,"Takoradi","Takoradi","Ghana","TKD","DGTK",4.896056,-1.774756,21,0,"N","Africa/Accra"
253,"Abidjan Felix Houphouet Boigny Intl","Abidjan","Cote d'Ivoire","ABJ","DIAP",5.261386,-3.926294,21,0,"N","Africa/Abidjan"
254,"Bouake","Bouake","Cote d'Ivoire","BYK","DIBK",7.7388,-5.073667,1230,0,"N","Africa/Abidjan"
255,"Daloa","Daloa","Cote d'Ivoire","DJO","DIDL",6.792808,-6.473189,823,0,"N","Africa/Abidjan"
256,"Korhogo","Korhogo","Cote d'Ivoire","HGO","DIKO",9.387183,-5.556664,1214,0,"N","Africa/Abidjan"
257,"Man","Man","Cote d'Ivoire","MJC","DIMN",7.272069,-7.587364,1089,0,"N","Africa/Abidjan"
258,"San Pedro","San Pedro","Cote d'Ivoire","SPY","DISP",4.746717,-6.660817,26,0,"N","Africa/Abidjan"
259,"Yamoussoukro","Yamoussoukro","Cote d'Ivoire","ASK","DIYO",6.903167,-5.365581,699,0,"N","Africa/Abidjan"
260,"Nnamdi Azikiwe Intl","Abuja","Nigeria","ABV","DNAA",9.006792,7.263172,1123,1,"N","Africa/Lagos"
261,"Akure","Akure","Nigeria","AKR","DNAK",7.246739,5.301008,1100,1,"N","Africa/Lagos"
262,"Benin","Benin","Nigeria","BNI","DNBE",6.316981,5.599503,258,1,"N","Africa/Lagos"
263,"Calabar","Calabar","Nigeria","CBQ","DNCA",4.976019,8.347197,210,1,"N","Africa/Lagos"
264,"Enugu","Enugu","Nigeria","ENU","DNEN",6.474272,7.561961,466,1,"N","Africa/Lagos"
265,"Gusau","Gusau","Nigeria","QUS","DNGU",12.171667,6.696111,1520,1,"N","Africa/Lagos"
266,"Ibadan","Ibadan","Nigeria","IBA","DNIB",7.362458,3.978333,725,1,"N","Africa/Lagos"
267,"Ilorin","Ilorin","Nigeria","ILR","DNIL",8.440211,4.493919,1126,1,"N","Africa/Lagos"
268,"Yakubu Gowon","Jos","Nigeria","JOS","DNJO",9.639828,8.86905,4232,1,"N","Africa/Lagos"
269,"Kaduna","Kaduna","Nigeria","KAD","DNKA",10.696025,7.320114,2073,1,"N","Africa/Lagos"
270,"Mallam Aminu Intl","Kano","Nigeria","KAN","DNKN",12.047589,8.524622,1562,1,"N","Africa/Lagos"
271,"Maiduguri","Maiduguri","Nigeria","MIU","DNMA",11.855347,13.08095,1099,1,"N","Africa/Lagos"
272,"Makurdi","Makurdi","Nigeria","MDI","DNMK",7.703883,8.613939,371,1,"N","Africa/Lagos"
273,"Murtala Muhammed","Lagos","Nigeria","LOS","DNMM",6.577369,3.321156,135,1,"N","Africa/Lagos"
274,"Minna New","Minna","Nigeria","MXJ","DNMN",9.652172,6.462256,834,1,"N","Africa/Lagos"
275,"Port Harcourt Intl","Port Hartcourt","Nigeria","PHC","DNPO",5.015494,6.949594,87,1,"N","Africa/Lagos"
276,"Sadiq Abubakar Iii Intl","Sokoto","Nigeria","SKO","DNSO",12.916322,5.207189,1010,1,"N","Africa/Lagos"
277,"Yola","Yola","Nigeria","YOL","DNYO",9.257553,12.430422,599,1,"N","Africa/Lagos"
278,"Zaria","Zaria","Nigeria","ZAR","DNZA",11.130192,7.685806,2170,1,"N","Africa/Lagos"
279,"Maradi","Maradi","Niger","MFQ","DRRM",13.502531,7.126753,1240,1,"N","Africa/Niamey"
280,"Diori Hamani","Niamey","Niger","NIM","DRRN",13.481547,2.183614,732,1,"N","Africa/Niamey"
281,"Tahoua","Tahoua","Niger","THZ","DRRT",14.875658,5.265358,1266,1,"N","Africa/Niamey"
282,"Manu Dayak","Agadez","Niger","AJY","DRZA",16.965997,8.000114,1657,1,"N","Africa/Niamey"
283,"Dirkou","Dirkou","Niger","","DRZD",18.968703,12.86865,1273,1,"N","Africa/Niamey"
284,"Diffa","Diffa","Niger","","DRZF",13.372894,12.626686,994,1,"N","Africa/Niamey"
285,"Zinder","Zinder","Niger","ZND","DRZR",13.778997,8.983761,1516,1,"N","Africa/Niamey"
286,"Habib Bourguiba Intl","Monastir","Tunisia","MIR","DTMB",35.758056,10.754722,9,1,"E","Africa/Tunis"
287,"Carthage","Tunis","Tunisia","TUN","DTTA",36.851033,10.227217,22,1,"E","Africa/Tunis"
288,"Sidi Ahmed Air Base","Bizerte","Tunisia","","DTTB",37.245447,9.791453,20,1,"E","Africa/Tunis"
289,"Remada","Remada","Tunisia","","DTTD",32.306156,10.382108,1004,1,"E","Africa/Tunis"
290,"Gafsa","Gafsa","Tunisia","GAF","DTTF",34.422022,8.822503,1060,1,"E","Africa/Tunis"
291,"Gabes","Gabes","Tunisia","GAE","DTTG",33.876919,10.103333,26,1,"E","Africa/Tunis"
292,"Borj El Amri","Bordj El Amri","Tunisia","","DTTI",36.721339,9.943147,108,1,"E","Africa/Tunis"
293,"Zarzis","Djerba","Tunisia","DJE","DTTJ",33.875031,10.775461,19,1,"E","Africa/Tunis"
294,"El Borma","El Borma","Tunisia","EBM","DTTR",31.704281,9.254619,827,1,"E","Africa/Tunis"
295,"Thyna","Sfax","Tunisia","SFA","DTTX",34.717953,10.690972,85,1,"E","Africa/Tunis"
296,"Nefta","Tozeur","Tunisia","TOE","DTTZ",33.939722,8.110556,287,1,"E","Africa/Tunis"
297,"Niamtougou International","Niatougou","Togo","LRL","DXNG",9.767333,1.09125,1515,0,"N","Africa/Lome"
298,"Gnassingbe Eyadema Intl","Lome","Togo","LFW","DXXX",6.165611,1.254511,72,0,"N","Africa/Lome"
299,"Deurne","Antwerp","Belgium","ANR","EBAW",51.189444,4.460278,39,1,"E","Europe/Brussels"
300,"Beauvechain","Beauvechain","Belgium","","EBBE",50.75861,4.768333,370,1,"E","Europe/Brussels"
301,"Kleine Brogel","Kleine Brogel","Belgium","","EBBL",51.168333,5.47,200,1,"E","Europe/Brussels"
302,"Brussels Natl","Brussels","Belgium","BRU","EBBR",50.901389,4.484444,184,1,"E","Europe/Brussels"
303,"Bertrix","Bertrix","Belgium","","EBBX",49.891667,5.223889,1514,1,"E","Europe/Brussels"
304,"Brussels South","Charleroi","Belgium","CRL","EBCI",50.459197,4.453817,614,1,"E","Europe/Brussels"
305,"Chievres Ab","Chievres","Belgium","","EBCV",50.575833,3.831,193,1,"E","Europe/Brussels"
306,"Koksijde","Koksijde","Belgium","","EBFN",51.090278,2.652778,20,1,"E","Europe/Brussels"
307,"Florennes","Florennes","Belgium","","EBFS",50.243333,4.645833,935,1,"E","Europe/Brussels"
308,"Wevelgem","Kortrijk-vevelgem","Belgium","QKT","EBKT",50.817222,3.204722,64,1,"E","Europe/Brussels"
309,"Liege","Liege","Belgium","LGG","EBLG",50.637417,5.443222,659,1,"E","Europe/Brussels"
310,"Oostende","Ostend","Belgium","OST","EBOS",51.198889,2.862222,13,1,"E","Europe/Brussels"
311,"Zutendaal","Zutendaal","Belgium","","EBSL",50.9475,5.590556,312,1,"E","Europe/Brussels"
312,"Sint Truiden","Sint-truiden","Belgium","","EBST",50.791944,5.201667,246,1,"E","Europe/Brussels"
313,"Saint Hubert Mil","St.-hubert","Belgium","","EBSU",50.035833,5.404167,1930,1,"E","Europe/Brussels"
314,"Ursel","Ursel","Belgium","","EBUL",51.144133,3.474361,95,1,"E","Europe/Brussels"
315,"Weelde","Weelde","Belgium","","EBWE",51.394783,4.960194,105,1,"E","Europe/Brussels"
316,"Zoersel","Zoersel","Belgium","","EBZR",51.264722,4.753333,53,1,"E","Europe/Brussels"
317,"Bautzen","Bautzen","Germany","BBJ","EDAB",51.193531,14.519747,568,1,"E","Europe/Berlin"
318,"Altenburg Nobitz","Altenburg","Germany","AOC","EDAC",50.981817,12.506361,640,1,"E","Europe/Berlin"
319,"Dessau","Dessau","Germany","","EDAD",51.831828,12.184033,187,1,"E","Europe/Berlin"
320,"Eisenhuttenstadt","Eisenhuettenstadt","Germany","","EDAE",52.197333,14.585667,149,1,"E","Europe/Berlin"
6891,"Putnam County Airport","Greencastle","United States","4I7",\N,39.6335556,-86.8138056,842,-5,"U","America/New_York"
322,"Grossenhain","Suhl","Germany","","EDAK",51.308111,13.554973,417,1,"E","Europe/Berlin"
323,"Merseburg","Muehlhausen","Germany","","EDAM",51.363,11.940833,340,1,"E","Europe/Berlin"
324,"Halle Oppin","Halle","Germany","","EDAQ",51.552,12.052667,347,1,"E","Europe/Berlin"
325,"Riesa Gohlis","Riesa","Germany","","EDAU",51.2935,13.356,322,1,"E","Europe/Berlin"
326,"Rechlin Larz","Rechlin-laerz","Germany","","EDAX",53.306417,12.753139,220,1,"E","Europe/Berlin"
327,"Strausberg","Strausberg","Germany","","EDAY",52.579978,13.915683,263,1,"E","Europe/Berlin"
328,"Schonhagen","Schoenhagen","Germany","","EDAZ",52.203258,13.158408,131,1,"E","Europe/Berlin"
329,"Barth","Barth","Germany","BBH","EDBH",54.33754,12.699705,23,1,"E","Europe/Berlin"
330,"Jena Schongleina","Jena","Germany","","EDBJ",50.915161,11.714519,1228,1,"E","Europe/Berlin"
331,"Kyritz","Kyritz","Germany","","EDBK",52.918833,12.425333,130,1,"E","Europe/Berlin"
332,"Magdeburg","Magdeburg","Germany","","EDBM",52.073658,11.626467,268,1,"E","Europe/Berlin"
333,"Rothenburg Gorlitz","Rothenburg/ol","Germany","","EDBR",51.363167,14.95,517,1,"E","Europe/Berlin"
334,"Anklam","Anklam","Germany","","EDCA",53.8327,13.669131,18,1,"E","Europe/Berlin"
335,"Cottbus Drewitz","Cottbus","Germany","","EDCD",51.889475,14.531986,274,1,"E","Europe/Berlin"
336,"Kamenz","Kamenz","Germany","","EDCM",51.29625,14.129,495,1,"E","Europe/Berlin"
337,"Schonefeld","Berlin","Germany","SXF","EDDB",52.380001,13.5225,157,1,"E","Europe/Berlin"
338,"Dresden","Dresden","Germany","DRS","EDDC",51.132767,13.767161,755,1,"E","Europe/Berlin"
339,"Erfurt","Erfurt","Germany","ERF","EDDE",50.979811,10.958106,1036,1,"E","Europe/Berlin"
340,"Frankfurt Main","Frankfurt","Germany","FRA","EDDF",50.026421,8.543125,364,1,"E","Europe/Berlin"
341,"Munster Osnabruck","Munster","Germany","FMO","EDDG",52.134642,7.684831,160,1,"E","Europe/Berlin"
342,"Hamburg","Hamburg","Germany","HAM","EDDH",53.630389,9.988228,53,1,"E","Europe/Berlin"
343,"Tempelhof","Berlin","Germany","THF","EDDI",52.473025,13.403944,167,1,"E","Europe/Berlin"
344,"Koln Bonn","Cologne","Germany","CGN","EDDK",50.865917,7.142744,302,1,"E","Europe/Berlin"
345,"Dusseldorf","Duesseldorf","Germany","DUS","EDDL",51.289453,6.766775,147,1,"E","Europe/Berlin"
346,"Franz Josef Strauss","Munich","Germany","MUC","EDDM",48.353783,11.786086,1487,1,"E","Europe/Berlin"
347,"Nurnberg","Nuernberg","Germany","NUE","EDDN",49.4987,11.066897,1046,1,"E","Europe/Berlin"
348,"Leipzig Halle","Leipzig","Germany","LEJ","EDDP",51.432447,12.241633,465,1,"E","Europe/Berlin"
349,"Saarbrucken","Saarbruecken","Germany","SCN","EDDR",49.214553,7.109508,1058,1,"E","Europe/Berlin"
350,"Stuttgart","Stuttgart","Germany","STR","EDDS",48.689878,9.221964,1276,1,"E","Europe/Berlin"
351,"Tegel","Berlin","Germany","TXL","EDDT",52.559686,13.287711,122,1,"E","Europe/Berlin"
352,"Hannover","Hannover","Germany","HAJ","EDDV",52.461056,9.685078,183,1,"E","Europe/Berlin"
353,"Neuenland","Bremen","Germany","BRE","EDDW",53.0475,8.786667,14,1,"E","Europe/Berlin"
354,"Egelsbach","Egelsbach","Germany","","EDFE",49.960833,8.6415,385,1,"E","Europe/Berlin"
355,"Frankfurt Hahn","Hahn","Germany","HHN","EDFH",49.948672,7.263892,1649,1,"E","Europe/Berlin"
356,"Mannheim City","Mannheim","Germany","MHG","EDFM",49.472706,8.514264,309,1,"E","Europe/Berlin"
357,"Allendorf Eder","Allendorf","Germany","","EDFQ",51.034878,8.680839,1164,1,"E","Europe/Berlin"
358,"Worms","Worms","Germany","","EDFV",49.606511,8.3684,295,1,"E","Europe/Berlin"
359,"Mainz Finthen","Mainz","Germany","","EDFZ",49.968931,8.148336,760,1,"E","Europe/Berlin"
360,"Eisenach Kindel","Eisenach","Germany","","EDGE",50.992797,10.472711,1101,1,"E","Europe/Berlin"
361,"Siegerland","Siegerland","Germany","","EDGS",50.707658,8.082969,1966,1,"E","Europe/Berlin"
362,"Hamburg Finkenwerder","Hamburg","Germany","XFW","EDHI",53.535886,9.837025,22,1,"E","Europe/Berlin"
363,"Kiel Holtenau","Kiel","Germany","KEL","EDHK",54.3795,10.145167,101,1,"E","Europe/Berlin"
364,"Lubeck Blankensee","Luebeck","Germany","LBC","EDHL",53.805367,10.719222,53,1,"E","Europe/Berlin"
365,"Dahlemer Binz","Dahlemer Binz","Germany","","EDKV",50.405888,6.528083,1896,1,"E","Europe/Berlin"
366,"Meinerzhagen","Meinerzhagen","Germany","","EDKZ",51.099445,7.601944,1548,1,"E","Europe/Berlin"
367,"Arnsberg Menden","Arnsberg","Germany","ZCA","EDLA",51.483333,7.899333,794,1,"E","Europe/Berlin"
368,"Essen Mulheim","Essen","Germany","ESS","EDLE",51.402333,6.937333,424,1,"E","Europe/Berlin"
369,"Bielefeld","Bielefeld","Germany","","EDLI",51.964833,8.544833,454,1,"E","Europe/Berlin"
370,"Monchengladbach","Moenchengladbach","Germany","MGL","EDLN",51.230356,6.504494,125,1,"E","Europe/Berlin"
371,"Paderborn Lippstadt","Paderborn","Germany","PAD","EDLP",51.614089,8.616317,699,1,"E","Europe/Berlin"
372,"Stadtlohn Vreden","Stadtlohn","Germany","","EDLS",51.995844,6.840667,157,1,"E","Europe/Berlin"
373,"Dortmund","Dortmund","Germany","DTM","EDLW",51.518314,7.612242,425,1,"E","Europe/Berlin"
374,"Augsburg","Augsburg","Germany","AGB","EDMA",48.425158,10.931764,1515,1,"E","Europe/Berlin"
375,"Biberach An Der Riss","Biberach","Germany","","EDMB",48.111,9.762833,1903,1,"E","Europe/Berlin"
376,"Eggenfelden","Eggenfelden","Germany","","EDME",48.396167,12.723667,1342,1,"E","Europe/Berlin"
377,"Mindelheim Mattsies","Mindelheim","Germany","","EDMN",48.108833,10.524333,1857,1,"E","Europe/Berlin"
378,"Oberpfaffenhofen","Oberpfaffenhofen","Germany","OBF","EDMO",48.081364,11.283067,1947,1,"E","Europe/Berlin"
379,"Straubing","Straubing","Germany","","EDMS",48.90095,12.518186,1054,1,"E","Europe/Berlin"
380,"Vilshofen","Vilshofen","Germany","","EDMV",48.635167,13.195667,991,1,"E","Europe/Berlin"
381,"Leutkirch Unterzeil","Leutkirch","Germany","","EDNL",47.859117,10.014572,2099,1,"E","Europe/Berlin"
382,"Friedrichshafen","Friedrichshafen","Germany","FDH","EDNY",47.671317,9.511486,1367,1,"E","Europe/Berlin"
383,"Schwerin Parchim","Parchim","Germany","SZW","EDOP",53.426997,11.783436,166,1,"E","Europe/Berlin"
384,"Stendal Borstel","Stendal","Germany","ZSN","EDOV",52.627778,11.818333,184,1,"E","Europe/Berlin"
385,"Aalen Heidenheim Elchingen","Aalen-heidenheim","Germany","","EDPA",48.777833,10.264667,1916,1,"E","Europe/Berlin"
386,"Bayreuth","Bayreuth","Germany","BYU","EDQD",49.984428,11.638569,1601,1,"E","Europe/Berlin"
387,"Burg Feuerstein","Burg Feuerstein","Germany","","EDQE",49.793833,11.133167,1674,1,"E","Europe/Berlin"
388,"Hof Plauen","Hof","Germany","HOQ","EDQM",50.288836,11.854919,1960,1,"E","Europe/Berlin"
389,"Hassfurt Schweinfurt","Hassfurt","Germany","","EDQT",50.018,10.5295,718,1,"E","Europe/Berlin"
390,"Koblenz Winningen","Koblenz","Germany","ZNV","EDRK",50.3255,7.528667,640,1,"E","Europe/Berlin"
391,"Trier Fohren","Trier","Germany","ZQF","EDRT",49.8635,6.788167,665,1,"E","Europe/Berlin"
392,"Speyer","Speyer","Germany","ZQC","EDRY",49.302776,8.451195,312,1,"E","Europe/Berlin"
393,"Zweibrucken","Zweibruecken","Germany","","EDRZ",49.209525,7.400647,1133,1,"E","Europe/Berlin"
394,"Donaueschingen Villingen","Donaueschingen","Germany","ZQL","EDTD",47.973331,8.522223,2231,1,"E","Europe/Berlin"
395,"Freiburg","Freiburg","Germany","","EDTF",48.022653,7.832583,799,1,"E","Europe/Berlin"
396,"Mengen Hohentengen","Mengen","Germany","","EDTM",48.053833,9.372833,1820,1,"E","Europe/Berlin"
397,"Schwabisch Hall","Schwaebisch Hall","Germany","","EDTY",49.118317,9.783956,1311,1,"E","Europe/Berlin"
398,"Finsterwalde Schacksdorf","Soest","Germany","","EDUS",51.6075,13.738,399,1,"E","Europe/Berlin"
399,"Braunschweig Wolfsburg","Braunschweig","Germany","BWE","EDVE",52.319167,10.556111,295,1,"E","Europe/Berlin"
400,"Kassel Calden","Kassel","Germany","KSF","EDVK",51.408394,9.377631,908,1,"E","Europe/Berlin"
401,"Hildesheim","Hildesheim","Germany","","EDVM",52.179833,9.945667,293,1,"E","Europe/Berlin"
402,"Bremerhaven","Bremerhaven","Germany","BRV","EDWB",53.507081,8.572878,11,1,"E","Europe/Berlin"
403,"Emden","Emden","Germany","EME","EDWE",53.391186,7.227408,2,1,"E","Europe/Berlin"
404,"Leer Papenburg","Leer","Germany","","EDWF",53.271592,7.442344,3,1,"E","Europe/Berlin"
405,"Wilhelmshaven Mariensiel","Wilhelmshaven","Germany","WVN","EDWI",53.504833,8.053333,16,1,"E","Europe/Berlin"
406,"Borkum","Borkum","Germany","BMK","EDWR",53.5955,6.709167,3,1,"E","Europe/Berlin"
407,"Norderney","Norderney","Germany","NRD","EDWY",53.706822,7.230247,6,1,"E","Europe/Berlin"
408,"Flensburg Schaferhaus","Flensburg","Germany","FLF","EDXF",54.771772,9.378214,130,1,"E","Europe/Berlin"
409,"Rendsburg Schachtholm","Rendsburg","Germany","","EDXR",54.220928,9.600803,23,1,"E","Europe/Berlin"
410,"Westerland Sylt","Westerland","Germany","GWT","EDXW",54.91325,8.340472,51,1,"E","Europe/Berlin"
411,"Amari","Armari Air Force Base","Estonia","","EEEI",59.260286,24.208467,65,2,"E","Europe/Tallinn"
412,"Kardla","Kardla","Estonia","KDL","EEKA",58.990756,22.830733,18,2,"E","Europe/Tallinn"
413,"Kuressaare","Kuressaare","Estonia","URE","EEKE",58.229883,22.509494,14,2,"E","Europe/Tallinn"
414,"Parnu","Parnu","Estonia","EPU","EEPU",58.419044,24.472819,47,2,"E","Europe/Tallinn"
415,"Tallinn","Tallinn-ulemiste International","Estonia","TLL","EETN",59.413317,24.832844,131,2,"E","Europe/Tallinn"
416,"Tartu","Tartu","Estonia","TAY","EETU",58.307461,26.690428,219,2,"E","Europe/Tallinn"
417,"Enontekio","Enontekio","Finland","ENF","EFET",68.362586,23.424322,1005,2,"E","Europe/Helsinki"
418,"Eura","Eura","Finland","","EFEU",61.116112,22.201389,259,2,"E","Europe/Helsinki"
419,"Halli","Halli","Finland","KEV","EFHA",61.85605,24.7866,479,2,"E","Europe/Helsinki"
420,"Helsinki Malmi","Helsinki","Finland","HEM","EFHF",60.254558,25.042828,57,2,"E","Europe/Helsinki"
421,"Helsinki Vantaa","Helsinki","Finland","HEL","EFHK",60.317222,24.963333,179,2,"E","Europe/Helsinki"
422,"Hameenkyro","Hameenkyro","Finland","","EFHM",61.689656,23.073744,449,2,"E","Europe/Helsinki"
423,"Hanko","Hanko","Finland","","EFHN",59.848864,23.083583,20,2,"E","Europe/Helsinki"
424,"Hyvinkaa","Hyvinkaa","Finland","HYV","EFHV",60.654444,24.881111,430,2,"E","Europe/Helsinki"
425,"Kiikala","Kikala","Finland","","EFIK",60.462502,23.6525,381,2,"E","Europe/Helsinki"
426,"Immola","Immola","Finland","","EFIM",61.249172,28.903711,338,2,"E","Europe/Helsinki"
427,"Kitee","Kitee","Finland","","EFIT",62.166111,30.073611,364,2,"E","Europe/Helsinki"
428,"Ivalo","Ivalo","Finland","IVL","EFIV",68.607269,27.405328,481,2,"E","Europe/Helsinki"
429,"Joensuu","Joensuu","Finland","JOE","EFJO",62.662906,29.60755,398,2,"E","Europe/Helsinki"
430,"Jyvaskyla","Jyvaskyla","Finland","JYV","EFJY",62.399453,25.678253,459,2,"E","Europe/Helsinki"
431,"Kauhava","Kauhava","Finland","KAU","EFKA",63.127078,23.051442,151,2,"E","Europe/Helsinki"
432,"Kemi Tornio","Kemi","Finland","KEM","EFKE",65.781889,24.5991,61,2,"E","Europe/Helsinki"
433,"Kajaani","Kajaani","Finland","KAJ","EFKI",64.285472,27.692414,483,2,"E","Europe/Helsinki"
434,"Kauhajoki","Kauhajoki","Finland","","EFKJ",62.462502,22.393055,407,2,"E","Europe/Helsinki"
435,"Kruunupyy","Kruunupyy","Finland","KOK","EFKK",63.721172,23.143131,84,2,"E","Europe/Helsinki"
436,"Kemijarvi","Kemijarvi","Finland","","EFKM",66.712883,27.156786,692,2,"E","Europe/Helsinki"
437,"Kuusamo","Kuusamo","Finland","KAO","EFKS",65.987575,29.239381,866,2,"E","Europe/Helsinki"
438,"Kittila","Kittila","Finland","KTT","EFKT",67.701022,24.84685,644,2,"E","Europe/Helsinki"
439,"Kuopio","Kuopio","Finland","KUO","EFKU",63.00715,27.797756,323,2,"E","Europe/Helsinki"
440,"Lahti Vesivehmaa","Vesivehmaa","Finland","","EFLA",61.144158,25.693508,502,2,"E","Europe/Helsinki"
441,"Lappeenranta","Lappeenranta","Finland","LPP","EFLP",61.044553,28.144397,349,2,"E","Europe/Helsinki"
442,"Mariehamn","Mariehamn","Finland","MHQ","EFMA",60.122203,19.898156,17,2,"E","Europe/Mariehamn"
443,"Menkijarvi","Menkijarvi","Finland","","EFME",62.946667,23.518889,331,2,"E","Europe/Helsinki"
444,"Mikkeli","Mikkeli","Finland","MIK","EFMI",61.6866,27.201794,329,2,"E","Europe/Helsinki"
445,"Nummela","Nummela","Finland","","EFNU",60.333889,24.296389,367,2,"E","Europe/Helsinki"
446,"Oulu","Oulu","Finland","OUL","EFOU",64.930061,25.354564,47,2,"E","Europe/Helsinki"
447,"Piikajarvi","Piikajarvi","Finland","","EFPI",61.245558,22.193356,148,2,"E","Europe/Helsinki"
448,"Pori","Pori","Finland","POR","EFPO",61.461686,21.799983,44,2,"E","Europe/Helsinki"
449,"Pudasjarvi","Pudasjarvi","Finland","","EFPU",65.402222,26.946944,397,2,"E","Europe/Helsinki"
450,"Pyhasalmi","Pyhasalmi","Finland","","EFPY",63.731917,25.926306,528,2,"E","Europe/Helsinki"
451,"Raahe Pattijoki","Pattijoki","Finland","","EFRH",64.688056,24.695833,118,2,"E","Europe/Helsinki"
452,"Rantasalmi","Rantasalmi","Finland","","EFRN",62.065481,28.356494,292,2,"E","Europe/Helsinki"
453,"Rovaniemi","Rovaniemi","Finland","RVN","EFRO",66.564822,25.830411,642,2,"E","Europe/Helsinki"
454,"Rayskala","Rayskala","Finland","","EFRY",60.744722,24.107778,407,2,"E","Europe/Helsinki"
